tweet_id,retweet_count,favorite_count
667437278097252352,214,416
667435689202614272,79,284
667405339315146752,205,431
667393430834667520,51,179
667369227918143488,151,338
667211855547486208,219,446
667200525029539841,239,569
667192066997374976,88,354
667188689915760640,359,682
667182792070062081,5578,13158
667177989038297088,50,177
667176164155375616,414,562
667174963120574464,71,228
667171260800061440,75,201
667165590075940865,1026,2482
667160273090932737,55,233
667152164079423490,15313,44030
667138269671505920,1982,4203
667119796878725120,118,304
667090893657276420,114,306
667073648344346624,108,372
667070482143944705,13,75
667065535570550784,40,155
667062181243039745,47,201
667044094246576128,44,173
667012601033924608,198,418
666996132027977728,80,224
666983947667116034,884,2337
666837028449972224,497,744
666835007768551424,71,193
666826780179869698,82,236
666817836334096384,229,467
666804364988780544,82,214
666786068205871104,435,687
666781792255496192,173,352
666776908487630848,153,317
666739327293083650,60,216
666701168228331520,194,389
666691418707132416,44,170
666649482315059201,565,1024
666644823164719104,73,216
666454714377183233,191,467
666447344410484738,18,94
666437273139982337,42,110
666435652385423360,45,145
666430724426358785,172,288
666428276349472768,72,147
666421158376562688,96,290
666418789513326592,40,109
666411507551481857,283,392
666407126856765440,31,98
666396247373291520,72,151
666373753744588802,76,168
666362758909284353,495,692
666353288456101888,63,192
666345417576210432,128,265
666337882303524864,81,174
666293911632134144,307,449
666287406224695296,57,131
666273097616637952,69,156
666268910803644416,32,93
666104133288665088,5746,13180
666102155909144576,11,69
666099513787052032,57,139
666094000022159362,66,152
666082916733198337,41,101
666073100786774016,140,282
666071193221509120,52,134
666063827256086533,189,433
666058600524156928,50,103
666057090499244032,118,263
666055525042405380,211,396
666051853826850816,742,1085
666050758794694657,51,118
666049248165822465,38,94
666044226329800704,122,260
666033412701032449,39,107
666029285002620928,41,118
666020888022790149,444,2345
